Prabal Docket ID,Source Docket ID,LC ID,Customer,Bandwidth,WAN IP,Circle,A-SSA,A-Exchange,A-Address,B-SSA,B-Exchange,B-Address,OpenTime,CloseTime,DownTime,Team,Priority,Status,RFP,RFO,Service Type,Booked in,Resolution_Days
MWUE250505369,MPLS2025051403751,1000127500.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.226,UE,RBL,RBLSKJ,Baroda Uttar pradesh GraminBank C o Bank of BarodaShankarganj229309RAIBAREILLY,,,,2025-05-14 15:58:24,2025-05-17 11:26:14,2days 19h:27m,RBL LLM JAIS,C,RFO PENDING,Local lead fault issue - WIP,,MPLS VPN LC,WC,2.8109953703703705
MWUE250505317,MPLS2025051403639,1000127462.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.150,UE,RBL,RBLSNI,Baroda Uttar pradesh GraminBank C o Bank of BarodaSareni229212RAIBAREILLY,,,,2025-05-14 15:57:39,2025-05-14 16:25:58,0days 00h:28m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.019664351851851853
MWUE250505316,MPLS2025051403638,1000496255.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.108.70.70,UE,RBL,,BARODA U P BANKGOORHA SHIVGARH ROADNEAR JANTA INTER COLLEGEGOORHA  RAEBARELI 229301RAEBARELI,,,,2025-05-14 15:57:38,2025-05-14 16:25:58,0days 00h:28m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.019675925925925927
MWUE250505311,MPLS2025051403465,1000127582.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.73.178,UE,RBL,RBLDAU,Baroda Uttar pradesh GraminBank C o Bank of BarodaDalmau229203RAIBAREILLY,,,,2025-05-14 15:56:57,2025-05-17 11:26:14,2days 19h:29m,RBL LLM LALGANJ,C,RFO PENDING,Customer Modem/Router fault,,MPLS VPN LC,WC,2.8120023148148148
MWUE250505307,MPLS2025051403461,1000127501.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.242,UE,RBL,RBLSGH,Baroda Uttar pradesh GraminBank C o Bank of BarodaShivgarh229308RAIBAREILLY,,,,2025-05-14 15:56:56,2025-05-14 16:25:58,0days 00h:29m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.020162037037037037
MWUE250505308,MPLS2025051403462,1000127354.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,192.168.99.186,UE,RBL,RBLRBL,Bank of Baroda Makhija MarketStation RoadRaebareli1RAIBAREILLY,,,,2025-05-14 15:56:56,2025-05-14 16:26:11,0days 00h:29m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.0203125
MWUE250505310,MPLS2025051403464,1000127493.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.206,UE,RBL,RBLRHW,Baroda Uttar pradesh GraminBank C o Bank of BarodaRahawan229303RAIBAREILLY,,,,2025-05-14 15:56:56,2025-05-17 11:26:14,2days 19h:29m,RBL LLM GE,C,RFO PENDING,Local lead fault issue - WIP,,MPLS VPN LC,WC,2.812013888888889
MWUE250505306,MPLS2025051403460,1000558781.0,Baroda UP Bank BUPB Care of Bank Of Baroda RRB,2 Mbps,10.109.188.186,UE,RBL,RBLRBL,5056KONSAKONSAKONSA BLOCK SATAONSADARRAEBARELI,,,,2025-05-14 15:56:55,2025-05-14 16:26:11,0days 00h:29m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.020324074074074074
MWUE250505262,MPLS2025051403224,1000127492.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.246,UE,RBL,RBLMGV,Baroda Uttar pradesh GraminBank C o Bank of Barodamaugarvi229306RAIBAREILLY,,,,2025-05-14 15:55:56,2025-05-14 16:26:10,0days 00h:30m,RBL LLM GE,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.02099537037037037
MWUE250505242,MPLS2025051403137,1000127390.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.210,UE,RBL,RBLMGJ,Baroda Uttar pradesh GraminBank C o Bank of BarodaMajourganj229128RAIBAREILLY,,,,2025-05-14 15:55:35,2025-05-15 11:26:22,0days 19h:30m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8130439814814815
MWUE250505235,MPLS2025051403129,1000127449.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.54,UE,RBL,RBLKRN,Baroda Uttar pradesh GraminBank C o Bank of BarodaKheero229205RAIBAREILLY,,,,2025-05-14 15:55:33,2025-05-15 12:26:00,0days 20h:30m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8544791666666667
MWUE250505067,MPLS2025051402395,1000551744.0,Union Bank of India,2 Mbps,10.90.86.230,UE,RBL,RBLLGJ,UBI 569381 AIHAR RAI BAREILLY BRLALGANJ MARG INFRONT OF RAILCOACHFACTORY GRAM BALHEMAURAI BARELI UP PINCODE 229121RAIBAREILLY,,,,2025-05-14 14:25:55,2025-05-14 14:56:11,0days 00h:30m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.02101851851851852
MSUE250504888,INC000046989625,1000065456.0,STATE BANK OF INDIA.,2 Mbps,10.126.47.10,UE,RBL,RBLIHN,State Bank of India InhaunaBranch (11220) P O Inhauna(522#/01944/16/535#)1RAIBAREILLY,,,,2025-05-14 12:13:37,2025-05-14 15:14:40,0days 03h:01m,SUL BA ADMIN TEAM,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.12572916666666667
MWUE250504686,MPLS2025051400391,1000096200.0,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.92.250,UE,RBL,RBLTLI,MOHANGANJ PO MOHANGANJ DISTT1RAEBARELI1RAIBAREILLY,,,,2025-05-14 09:55:10,2025-05-14 11:26:08,0days 01h:30m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.0631712962962963
MWUE250504688,MPLS2025051400393,1000127558.0,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.93.22,UE,RBL,RBLSNI,SARENI UP Sareni Bazar Sareni229212 Dist Raebareli UP1RAIBAREILLY,,,,2025-05-14 09:55:10,2025-05-14 11:26:04,0days 01h:30m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.063125
MWUE250504685,MPLS2025051400390,1000287697.0,VIJAYA BANKNOW BOB,2 Mbps,10.201.43.26,UE,RBL,RBLUCH,"VGIJAYA BANK(DATA-33231) UNCHAHAR DEHAT BR. NEAR KABEER VHAURAHA, UNCHAHAR DEHAT, DIST RAEBARELLI.RAEBARELI",,,,2025-05-14 09:55:09,2025-05-14 11:26:08,0days 01h:30m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.06318287037037038
MWUE250504669,MPLS2025051400340,1000127222.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.26,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaKhagipur Sandwa229125RAIBAREILLY,,,,2025-05-14 09:54:57,2025-05-14 11:26:08,0days 01h:31m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.06332175925925926
MWUE250504670,MPLS2025051400341,1000127223.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.150,UE,RBL,RBLPSD,Baroda Uttar pradesh GraminBank C o Bank of BarodaParsedepur229129RAIBAREILLY,,,,2025-05-14 09:54:57,2025-05-14 11:26:08,0days 01h:31m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.06332175925925926
MWUE250504665,MPLS2025051400336,1000265586.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.77.126,UE,RBL,RBLRBL,Baroda Uttarpradesh Gramin Bank C o Bank of Baroda Paho 229209RAIBAREILLY,,,,2025-05-14 09:54:56,2025-05-14 11:26:07,0days 01h:31m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.06332175925925926
MWUE250504666,MPLS2025051400337,1000127383.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.75.46,UE,RBL,RBLHDI,Baroda Uttar pradesh GraminBank C o Bank of BarodaHardoi229123RAIBAREILLY,,,,2025-05-14 09:54:56,2025-05-14 11:26:04,0days 01h:31m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.06328703703703703
MWUE250504667,MPLS2025051400338,1000127450.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.114,UE,RBL,RBLNST,Baroda Uttar pradesh GraminBank C o Bank of BarodaNihastha229208RAIBAREILLY,,,,2025-05-14 09:54:56,2025-05-14 11:26:07,0days 01h:31m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.06332175925925926
MWUE250504668,MPLS2025051400339,1000127584.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.150,UE,RBL,RBLJAG,Baroda Uttar pradesh GraminBank C o Bank of BarodaLaxmanpur PO Jagatpur229402RAIBAREILLY,,,,2025-05-14 09:54:56,2025-05-14 11:26:07,0days 01h:31m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.06332175925925926
MSUE250504543,INC000046985618,1000535454.0,STATE BANK OF INDIA,4 Mbps,10.126.45.38,UE,RBL,RBLUMR,16710 SBI STATE BANK OF INDIABR CODE 16710 UMRANVILL AND PO UMRAN RALBAREILLYRAIBAREILLY RAIBAREILLYRAEBARELI UMRAN RAIBAREILLY RBL UE 22900RAIBAREILLY,,,,2025-05-13 17:09:35,2025-05-13 19:29:36,0days 02h:20m,RBL SSA LLM SALON,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.09723379629629629
MSUE250504453,INC000046984554,1000535454.0,STATE BANK OF INDIA,4 Mbps,10.126.45.38,UE,RBL,RBLUMR,16710 SBI STATE BANK OF INDIABR CODE 16710 UMRANVILL AND PO UMRAN RALBAREILLYRAIBAREILLY RAIBAREILLYRAEBARELI UMRAN RAIBAREILLY RBL UE 22900RAIBAREILLY,,,,2025-05-13 15:13:38,2025-05-13 15:59:39,0days 00h:46m,RBL SSA LLM SALON,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.031956018518518516
MWUE250504389,MPLS2025051302419,1000581080.0,PUNJAB NATIONAL BANK EUBI SARENI,2 Mbps,10.110.182.2,UE,RBL,RBLSNI,PNB EUBI  SARENIRAEBARELI,,,,2025-05-13 13:55:42,2025-05-14 11:26:03,0days 21h:30m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8960763888888889
MWUE250504363,MPLS2025051302142,1000550725.0,PUNJAB NATIONAL BANK BHOJPUR BRANCH,2 Mbps,10.91.160.194,UE,RBL,RBLBJP,VILL POST BHOJPUR  BHOJPURRAEBARELI,,,,2025-05-13 13:25:44,2025-05-14 11:26:07,0days 22h:00m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.9169328703703704
MWUE250504325,MPLS2025051301902,1000272106.0,MANAGER PNB,2 Mbps,10.110.78.254,UE,RBL,RBLGNT,PUNJAB NATIONAL BANKCURRENCY CHEST RAIBARELIRAEBARELI,,,,2025-05-13 12:56:05,2025-05-14 11:26:07,0days 22h:30m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.9375231481481482
MSUE250504295,INC000046982890,1000065456.0,STATE BANK OF INDIA.,2 Mbps,10.126.47.10,UE,RBL,RBLIHN,State Bank of India InhaunaBranch (11220) P O Inhauna(522#/01944/16/535#)1RAIBAREILLY,,,,2025-05-13 12:33:36,2025-05-13 14:24:25,0days 01h:50m,SUL BA ADMIN TEAM,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.07695601851851852
MAUE250504087,203355,1000274617.0,LIC OF INDIA,2 Mbps,10.249.4.226,UE,RBL,RBLUCH,SO 21UT002 UNCHAHAR  ANSARI PLAZA KABIR CHAURAHA KHOJANPUR UNCHAHAR 535#/00218/18/5311RAIBAREILLY,,,,2025-05-13 10:03:33,2025-05-14 11:54:41,1days 01h:51m,RBL SSA LLM SALON,C,RFO PENDING,Local lead fault issue - WIP,,MPLS VPN LC,LIC-API,1.077175925925926
MAUE250504070,561845,1000173198.0,UCOBANK,2 Mbps,10.241.34.18,UE,RBL,RBLSGH,Shivgarh Branch In front of Mahesh Vilas Palace Shivgarh..RAEBARELI,,,,2025-05-13 10:01:45,2025-05-13 18:02:01,0days 08h:00m,RBL LLM GE,C,RFO PENDING,Fault restored - System updation pending,,MPLS VPN LC,UCO-API,0.3335185185185185
MSUE250504125,INC000046981057,1000065459.0,STATE BANK OF INDIA.,2 Mbps,10.126.44.58,UE,RBL,RBLTLI,State Bank of India TiloiBranch (16862) C/o ShriRizwan Ahmed Mohanganj TiloiKalan(Point to Point Circuit   522#/0324RAIBAREILLY,,,,2025-05-13 10:01:42,2025-05-14 13:12:25,1days 03h:10m,RBL LLM JAIS,C,CLOSED,Local lead fault issue - WIP,,MPLS VPN LC,SBI-API,1.1324421296296296
MAUE250503902,INC000022590088,1000611761.0,BANK OF INDIABOI,2 Mbps,10.22.127.194,UE,RBL,RBLBCN,BOI BACHHRAWAN BRNR PATEL NAGAR COLONY GATENH 24 PRAYAGRAJ RD BACHHRAWANBACHHRAWANRAEBARELI,,,,2025-05-12 09:07:43,2025-05-12 10:40:50,0days 01h:33m,RBL LLM GE,C,RFO PENDING,Reason not updated,,MPLS VPN LC,BOI-API,0.06466435185185185
MWUE250503832,MPLS2025051000215,1000600140.0,DEPARTMENT OF POSTS DOP,2 Mbps,10.16.144.118,UE,RBL,RBLRBL,DOP WEG34076 CLASS CRAEBARELI RMS (COMPUTERIZED)RMS RAILWAYStationRAEBARELI,,,,2025-05-10 08:23:58,2025-05-14 11:26:20,4days 03h:02m,RBL LLM PHONES,C,RFO PENDING,Local lead fault issue - WIP,,MPLS VPN LC,WC,4.126643518518518
MWUE250503826,MPLS2025051000196,1000509546.0,DEPARTMENT OF POSTSDOP,2 Mbps,10.16.125.86,UE,RBL,RBLMHJ,POST OFFICEAHARWABHAWANI S.O--229135 RAEBARELIRAEBARELI,,,,2025-05-10 08:23:51,2025-05-14 11:26:20,4days 03h:02m,RBL LLM GE,C,RFO PENDING,Customer RF issue - intimated,,MPLS VPN LC,WC,4.126724537037037
MWUE250503825,MPLS2025051000193,1000199662.0,DIRECTOR PMU DEPARTMENT OFPOST,2 Mbps,10.16.114.130,UE,RBL,RBLSLN,(UPDS_EAST-0278 & CLASS C &WEG24258)SALON S O--229127SALONRAEBARELIRAEBARELI,,,,2025-05-10 08:23:50,2025-05-14 11:26:20,4days 03h:02m,RBL SSA LLM SALON,C,RFO PENDING,Customer Modem/Router fault,,MPLS VPN LC,WC,4.126736111111111
MSUE250503766,INC000046971397,1000065456.0,STATE BANK OF INDIA.,2 Mbps,10.126.47.10,UE,RBL,RBLIHN,State Bank of India InhaunaBranch (11220) P O Inhauna(522#/01944/16/535#)1RAIBAREILLY,,,,2025-05-09 17:33:41,2025-05-09 18:12:25,0days 00h:38m,SUL BA ADMIN TEAM,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.026898148148148147
MSUE250503590,INC000046969527,1000065456.0,STATE BANK OF INDIA.,2 Mbps,10.126.47.10,UE,RBL,RBLIHN,State Bank of India InhaunaBranch (11220) P O Inhauna(522#/01944/16/535#)1RAIBAREILLY,,,,2025-05-09 11:49:40,2025-05-09 15:04:25,0days 03h:14m,SUL BA ADMIN TEAM,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.13524305555555555
MAUE250503435,202076,1000501683.0,LIC OF INDIA LIC,2 Mbps,10.249.24.114,UE,RBL,RBLJAS,LIC OF INDIA SO 229T002 SO 229T002 JAIS SRI RAM NARAYANYA S O SRI RAJA RAM MAURYAJAIS AMETHI UTTARPRADESH229304RAIBAREILLY,,,,2025-05-08 16:22:50,2025-05-08 16:43:54,0days 00h:21m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,LIC-API,0.01462962962962963
MSUE250503438,INC000046965497,1000065459.0,STATE BANK OF INDIA.,2 Mbps,10.126.44.58,UE,RBL,RBLTLI,State Bank of India TiloiBranch (16862) C/o ShriRizwan Ahmed Mohanganj TiloiKalan(Point to Point Circuit   522#/0324RAIBAREILLY,,,,2025-05-08 16:21:40,2025-05-08 16:44:47,0days 00h:23m,RBL LLM JAIS,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.01605324074074074
MSUE250503440,INC000046965730,1000282161.0,STATE BANK OF INDIA,2 Mbps,10.126.48.10,UE,RBL,RBLNSR,"SBI NASEERABAD BR(18417)SBI  NASEERABAD,MAU ROAD,VILL NASIRABAD-229307RAEBARELI",,,,2025-05-08 16:21:40,2025-05-08 16:44:47,0days 00h:23m,RBL LLM JAIS,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.01605324074074074
MWUE250503406,MPLS2025050802951,1000262991.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.106.218.110,UE,RBL,RBLNSR,BARODA UTTAR PRADESH GRAMIN BANKAD K BRANCH VILL NASIRABAD TO JAISROAD PO NASIRABAD TEHSIL SALONARELIRAIBAREILLY,,,,2025-05-08 15:55:34,2025-05-08 16:54:59,0days 00h:59m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.041261574074074076
MWUE250503405,MPLS2025050802950,1000127309.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.210,UE,RBL,RBLSMU,Baroda Uttar pradesh GraminBank C o Bank of BarodaShahmau229304RAIBAREILLY,,,,2025-05-08 15:55:33,2025-05-08 16:54:59,0days 00h:59m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.04127314814814815
MWUE250503315,MPLS2025050802689,1000358815.0,ALLAHABAD BANKWAN PROJECT,2 Mbps,10.225.12.238,UE,RBL,RBLTLI,MOHANGANJ  BRANCHBRANCH CODE 212090 AMETHIRAEBARELI,,,,2025-05-08 15:24:54,2025-05-08 15:55:49,0days 00h:30m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.021469907407407406
MWUE250503314,MPLS2025050802684,1000290730.0,MANAGERPUNJAB NATIONAL BANK,2 Mbps,10.110.77.158,UE,RBL,RBLJAS,PUNJAB NATIONAL BANKJAISE BRANCH RAIBARELIRAEBARELI,,,,2025-05-08 15:24:52,2025-05-08 15:55:49,0days 00h:30m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.021493055555555557
MWUE250503282,MPLS2025050802459,1000100916.0,UNION BANK OF INDIA.,2 Mbps,10.90.60.206,UE,RBL,RBLLGJ,Near Behta chauraha LalganjDistRaibarely1RAIBAREILLY,,,,2025-05-08 14:25:57,2025-05-09 13:27:54,0days 23h:01m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.9596875
MWUE250503234,MPLS2025050802212,1000462258.0,PUNJAB NATIONAL BANKPNB,2 Mbps,10.106.152.218,UE,RBL,RBLTLI,ORIENTAL BANK OF COMMERECEOBC BO VILLAGE NASIRABADSHIV NAGARUTTAR PRADESHRAEBARELI,,,,2025-05-08 14:24:36,2025-05-08 15:55:49,0days 01h:31m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.0633449074074074
MWUE250503228,MPLS2025050802180,1000290732.0,MANAGERPUNJAB NATIONAL BANK,2 Mbps,10.110.80.14,UE,RBL,RBLFRG,PUNJAB NATIONAL BANK  Fursatganj,,,Jais,2025-05-08 13:55:08,2025-05-08 15:55:49,0days 02h:00m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.08380787037037037
MAUE250503187,201966,1000501683.0,LIC OF INDIA LIC,2 Mbps,10.249.24.114,UE,RBL,RBLJAS,LIC OF INDIA SO 229T002 SO 229T002 JAIS SRI RAM NARAYANYA S O SRI RAJA RAM MAURYAJAIS AMETHI UTTARPRADESH229304RAIBAREILLY,,,,2025-05-08 13:12:33,2025-05-08 15:13:53,0days 02h:01m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,LIC-API,0.08425925925925926
MSUE250503192,INC000046964070,1000065402.0,STATE BANK OF INDIA.,4 Mbps,10.126.42.134,UE,RBL,RBLJAS,State Bank of India JaisBranch (4042) P O Jais(522#/01522/16/5313)1RAIBAREILLY,,,,2025-05-08 13:05:36,2025-05-08 15:12:25,0days 02h:06m,RBL LLM JAIS,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.08806712962962963
MSUE250503194,INC000046964139,1000282161.0,STATE BANK OF INDIA,2 Mbps,10.126.48.10,UE,RBL,RBLNSR,"SBI NASEERABAD BR(18417)SBI  NASEERABAD,MAU ROAD,VILL NASIRABAD-229307RAEBARELI",,,,2025-05-08 13:05:36,2025-05-08 15:12:25,0days 02h:06m,RBL LLM JAIS,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.08806712962962963
MSUE250503182,INC000046964124,1000065459.0,STATE BANK OF INDIA.,2 Mbps,10.126.44.58,UE,RBL,RBLTLI,State Bank of India TiloiBranch (16862) C/o ShriRizwan Ahmed Mohanganj TiloiKalan(Point to Point Circuit   522#/0324RAIBAREILLY,,,,2025-05-08 12:57:39,2025-05-08 15:12:25,0days 02h:14m,RBL LLM JAIS,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.09358796296296296
MAUE250503175,542570,1000171741.0,UCOBANK,2 Mbps,10.241.33.110,UE,RBL,RBLCTH,Village Chtoh Tehsil - Salone Post- chatoh Distt- Amethi.RAEBARELI,,,,2025-05-08 12:46:59,2025-05-08 15:04:01,0days 02h:17m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,UCO-API,0.09516203703703703
MWUE250503171,MPLS2025050801440,1000194736.0,CBEC_,4 Mbps,10.96.24.178,UE,RBL,RBLRBL,CENTRAL EXCISE  RAI BAREILLY DIVISION 18/18 -KA CIVIL LINE RAE BAREILLY__RAEBARELI,,,,2025-05-08 12:25:35,2025-05-08 14:26:15,0days 02h:00m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.0837962962962963
MSUE250503145,INC000046963686,1000065411.0,STATE BANK OF INDIA.,4 Mbps,10.126.44.158,UE,RBL,RBLSRT,State Bank of India SemrautaBranch (16707) Raibarelie(522#/03228/16/535#)1RAIBAREILLY,,,,2025-05-08 12:09:38,2025-05-08 12:29:42,0days 00h:20m,RBL LLM JAIS,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.013935185185185186
MSUE250503142,INC000046963389,1000065456.0,STATE BANK OF INDIA.,2 Mbps,10.126.47.10,UE,RBL,RBLIHN,State Bank of India InhaunaBranch (11220) P O Inhauna(522#/01944/16/535#)1RAIBAREILLY,,,,2025-05-08 11:49:42,2025-05-08 13:36:25,0days 01h:46m,SUL BA ADMIN TEAM,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.0741087962962963
MAUE250502972,542718,1000168969.0,UCOBANK,2 Mbps,10.241.33.238,UE,RBL,RBLLGJ,Badouria Complex Near Hanuman Mandir Behta Chauraha P OLalganj ?Dist : RaebareliRAEBARELI,,,,2025-05-08 09:46:57,2025-05-08 10:41:11,0days 00h:54m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,,MPLS VPN LC,UCO-API,0.037662037037037036
MSUE250502946,INC000046960823,1000065232.0,STATE BANK OF INDIA.,12 Mbps,10.126.47.118,UE,RBL,RBLRBL,State Bank of India RegionalBusiness Office- RaebareliBranch (15405) Sbi Mera MannGuest House Sultanpur Road   (522#/01014RAIBAREILLY,,,,2025-05-07 20:05:37,2025-05-08 09:56:25,0days 13h:50m,RBL LLM PHONES,C,CLOSED,Reason not updated,,MPLS VPN LC,SBI-API,0.5769444444444445
MWUE250502908,MPLS2025050703432,1000096233.0,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.94.38,UE,RBL,RBLSRT,BANK OF BARODA SEMRAUTABRANCH VPO SEMRAUTA DISTTRAEBARELI1RAIBAREILLY,,,,2025-05-07 18:25:05,2025-05-07 19:54:42,0days 01h:29m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.062233796296296294
MWUE250502895,MPLS2025050703391,1000497398.0,BANK OK BARODA,2 Mbps,10.150.99.242,UE,RBL,RBLRBL,BOB 1924 DARIYAPUR BRANCH MUNSHIGANJ DARIYAPUR DISTT RAEBARELI 229405 LUCKNOW UPLI 229405 LUCKNOW UPRAIBAREILLY,,,,2025-05-07 18:24:52,2025-05-08 11:26:36,0days 17h:01m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.7095370370370371
MWUE250502865,MPLS2025050703260,1000211386.0,NATIONAL THERMAL POWERCORPORATION,68 Mbps,172.27.96.174,UE,RBL,RBLUCH,NTPC UNCHAHAR PO UNCHAHAR RAIBAREILLY229406.RAEBARELI,,,,2025-05-07 17:54:56,2025-05-08 11:26:36,0days 17h:31m,RBL SSA LLM SALON,B,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.7303240740740741
MAUE250502854,201739,1000501683.0,LIC OF INDIA LIC,2 Mbps,10.249.24.114,UE,RBL,RBLJAS,LIC OF INDIA SO 229T002 SO 229T002 JAIS SRI RAM NARAYANYA S O SRI RAJA RAM MAURYAJAIS AMETHI UTTARPRADESH229304RAIBAREILLY,,,,2025-05-07 17:31:19,2025-05-08 10:00:21,0days 16h:29m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,,MPLS VPN LC,LIC-API,0.6868287037037037
MWUE250502791,MPLS2025050702498,1000127308.0,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.73.198,UE,RBL,RBLDEH,Baroda Uttar pradesh GraminBank C o Bank of Baroda Deeh2293101RAIBAREILLY,,,,2025-05-07 15:57:17,2025-05-08 11:26:32,0days 19h:29m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,,MPLS VPN LC,WC,0.8119791666666667
